48	Pocahontas	1995	6.0	6.6	3.2	2.9
49	When Night Is Falling	1995	5.7	0.0	3.9	3.7
50	Usual Suspects, The	1995	7.5	6.9	4.2	4.4
51	Guardian Angel	1994	\N	\N	\N	2.7
52	Mighty Aphrodite	1995	6.7	7.2	3.3	3.5
53	Lamerica	1994	8.0	0.0	3.9	3.7
54	Big Green, The	1995	2.8	0.0	2.7	2.9
55	Georgia	1995	3.8	3.4	3.0	3.2
56	Kids of the Round Table	1995	0.0	0.0	0.0	1.8
57	Home for the Holidays	1995	6.0	5.7	3.4	3.3
58	Postman, The (Postino, Il)	1994	7.9	0.0	4.1	4.0
59	Confessional, The (Confessionnal, Le)	1995	0.0	0.0	0.0	3.6
60	Indian in the Cupboard, The	1995	6.2	0.0	2.7	3.2
61	Eye for an Eye	1996	0.0	0.0	0.0	3.3
62	Mr. Holland's Opus	1995	6.7	7.5	3.5	3.7
63	Don't Be a Menace to South Central While Drinking Your Juice in the Hood	1996	4.5	5.6	0.0	3.1
64	Two if by Sea	1996	3.9	0.0	2.6	2.8
65	Bio-Dome	1996	1.9	2.0	2.6	2.4
66	Lawnmower Man 2: Beyond Cyberspace	1996	2.8	0.0	2.1	2.1
67	Two Bits	1995	5.0	0.0	3.3	3.4
68	French Twist (Gazon maudit)	1995	6.1	0.0	3.4	3.5
69	Friday	1995	0.0	0.0	0.0	3.6
70	From Dusk Till Dawn	1996	6.0	4.9	3.4	3.3
71	Fair Game	1995	2.4	3.1	2.1	2.3
72	Kicking and Screaming	1995	5.1	5.0	3.0	3.5
73	Miserables, Les	1995	6.9	6.6	3.6	3.8
74	Bed of Roses	1996	5.3	5.2	3.2	3.3
75	Big Bully	1996	2.8	0.0	2.4	2.5
76	Screamers	1995	4.7	4.9	3.0	3.0
77	Nico Icon	1995	7.1	8.0	4.0	3.4
78	Crossing Guard, The	1995	6.5	0.0	3.3	3.2
79	Juror, The	1996	4.4	4.3	2.8	3.1
80	White Balloon, The (Badkonake sefid)	1995	6.8	6.6	4.0	3.7
81	Things to Do in Denver When You're Dead	1995	4.9	5.5	3.5	3.3
82	Antonia's Line (Antonia)	1995	6.5	7.8	4.2	4.0
83	Once Upon a Time... When We Were Colored	1995	7.3	7.9	3.7	3.7
84	Last Summer in the Hamptons	1995	5.6	0.0	3.3	3.4
85	Angels and Insects	1995	6.5	8.1	3.3	3.5
86	White Squall	1996	5.8	6.3	3.2	3.5
87	Dunston Checks In	1996	3.8	0.0	2.5	2.4
88	Black Sheep	1996	6.4	6.3	3.2	3.1
89	Nick of Time	1995	4.6	3.8	3.1	3.1
90	Journey of August King, The	1995	6.2	0.0	3.1	3.2
92	Mary Reilly	1996	4.4	4.6	2.8	2.9
93	Vampire in Brooklyn	1995	3.6	3.1	2.4	2.6
94	Beautiful Girls	1996	7.0	6.3	3.6	3.5
95	Broken Arrow	1996	5.8	6.1	2.9	3.1
96	In the Bleak Midwinter	1995	7.3	0.0	4.1	3.7
97	Hate (Haine, La)	1995	8.0	0.0	4.3	4.0
98	Shopping	1994	5.0	5.0	2.8	2.5
99	Heidi Fleiss: Hollywood Madam	1995	7.5	8.8	3.0	3.1
100	City Hall	1996	6.1	7.0	3.0	3.2
101	Bottle Rocket	1996	6.6	6.1	3.7	3.8
102	Mr. Wrong	1996	3.1	3.1	2.4	2.4
103	Unforgettable	1996	4.4	0.0	3.0	3.3
104	Happy Gilmore	1996	5.5	5.1	3.7	3.4
105	Bridges of Madison County, The	1995	7.2	7.9	3.6	3.3
106	Nobody Loves Me (Keiner liebt mich)	1994	6.0	0.0	4.2	3.5
107	Muppet Treasure Island	1996	6.1	7.4	3.2	3.2
108	Catwalk	1996	\N	\N	\N	3.1
109	Headless Body in Topless Bar	1995	\N	\N	\N	1.5
110	Braveheart	1995	7.0	6.7	3.8	4.1
111	Taxi Driver	1976	8.7	7.7	4.1	4.1
112	Rumble in the Bronx (Hont faan kui)	1995	6.4	6.5	3.1	3.4
113	Before and After	1996	4.8	5.7	3.0	3.1
114	Margaret's Museum	1995	6.9	0.0	3.7	3.6
115	Happiness Is in the Field (Bonheur est dans le pre, Le)	1995	0.0	0.0	0.0	3.7
116	Anne Frank Remembered	1995	7.8	7.6	3.7	3.9
117	Young Poisoner's Handbook, The	1995	7.1	0.0	3.7	3.6
118	If Lucy Fell	1996	4.0	4.3	3.1	3.0
119	Steal Big, Steal Little	1995	4.5	0.0	2.9	2.9
120	Race the Sun	1996	4.8	0.0	2.9	2.8
121	Boys of St. Vincent, The	1992	8.2	0.0	3.5	3.7
122	Boomerang	1992	4.8	5.4	2.8	2.9
123	Chungking Express	1994	7.7	6.8	4.2	4.0
124	Star Maker, The (L'Uomo delle stelle)	1995	6.5	7.0	3.7	3.6
125	Flirting With Disaster	1996	7.4	8.5	3.3	3.8
126	NeverEnding Story III, The	1994	0.0	0.0	0.0	2.3
127	Silence of the Palace, The (Saimt el Qusur)	1994	\N	\N	\N	3.3
128	Jupiter's Wife	1994	0.0	0.0	0.0	3.5
129	Pie in the Sky	1996	0.0	0.0	0.0	3.2
130	Angela	1995	5.7	5.3	3.6	2.8
131	Frankie Starlight	1995	5.8	0.0	3.8	3.3
132	Jade	1995	5.2	5.0	3.1	2.8
133	Nueba Yol	1995	\N	\N	\N	2.8
134	Sonic Outlaws	1995	0.0	0.0	0.0	3.7
135	Down Periscope	1996	3.8	4.0	2.8	3.0
136	From the Journals of Jean Seberg	1995	7.6	0.0	4.0	3.4
137	Man of the Year	1995	4.4	5.0	3.0	3.3
138	Neon Bible, The	1995	\N	\N	\N	3.2
139	Target	1995	5.2	5.6	0.0	3.3
140	Up Close and Personal	1996	5.1	6.5	3.2	3.3
141	Birdcage, The	1996	6.7	7.5	3.3	3.5
142	Shadows (Cienie)	1988	\N	\N	\N	2.9
143	Gospa	1995	\N	\N	\N	2.3
144	Brothers McMullen, The	1995	7.1	7.8	3.2	3.5
145	Bad Boys	1995	4.8	3.7	3.5	3.3
146	Amazing Panda Adventure, The	1995	4.3	0.0	3.0	2.8
147	Basketball Diaries, The	1995	4.9	4.7	3.5	3.6
148	Awfully Big Adventure, An	1995	5.4	0.0	3.2	2.9
149	Amateur	1994	3.9	0.0	3.0	3.7
150	Apollo 13	1995	8.0	7.9	3.6	3.9
151	Rob Roy	1995	6.3	5.8	3.3	3.5
152	Addiction, The	1995	3.1	3.2	2.5	3.1
153	Batman Forever	1995	5.2	5.9	2.9	2.9
154	Belle de jour	1967	8.6	7.9	4.0	3.8
155	Beyond Rangoon	1995	5.1	5.0	3.5	3.4
156	Blue in the Face	1995	5.5	0.0	3.5	3.5
157	Canadian Bacon	1995	3.3	0.0	2.9	2.8
158	Casper	1995	4.7	4.5	3.0	3.0
159	Clockers	1995	6.5	6.7	3.5	3.4
160	Congo	1995	3.6	3.2	2.6	2.6
161	Crimson Tide	1995	7.4	8.0	3.5	3.7
162	Crumb	1994	8.3	0.0	4.0	4.0
163	Desperado	1995	6.3	5.4	3.5	3.4
164	Devil in a Blue Dress	1995	7.3	7.0	3.3	3.5
165	Die Hard: With a Vengeance	1995	5.7	5.8	3.6	3.5
166	Doom Generation, The	1995	4.9	5.3	3.3	2.8
167	Feast of July	1995	6.2	0.0	2.9	3.1
168	First Knight	1995	5.2	5.5	3.0	3.1
169	Free Willy 2: The Adventure Home	1995	4.6	0.0	2.8	2.3
170	Hackers	1995	4.7	0.0	3.2	3.2
171	Jeffrey	1995	6.1	5.7	3.4	3.6
172	Johnny Mnemonic	1995	3.3	4.7	2.5	2.7
173	Judge Dredd	1995	3.6	3.7	2.5	2.5
174	Jury Duty	1995	2.1	0.0	2.4	2.5
175	Kids	1995	5.0	6.5	3.5	3.5
176	Living in Oblivion	1995	7.4	0.0	3.8	3.9
177	Lord of Illusions	1995	5.7	0.0	3.0	2.9
178	Love & Human Remains	1993	6.5	0.0	0.0	3.4
179	Mad Love	1995	0.0	0.0	0.0	2.8
180	Mallrats	1995	5.4	5.0	3.6	3.6
181	Mighty Morphin Power Rangers: The Movie	1995	4.6	5.5	2.7	1.9
182	Moonlight and Valentino	1995	4.6	0.0	3.1	3.1
183	Mute Witness	1994	6.9	7.3	3.2	3.3
184	Nadja	1994	0.0	0.0	0.0	3.1
185	Net, The	1995	5.1	6.9	2.8	3.1
186	Nine Months	1995	4.3	5.0	2.7	2.9
187	Party Girl	1995	6.3	6.0	3.5	3.4
188	Prophecy, The	1995	5.2	0.0	3.3	3.3
189	Reckless	1995	0.0	0.0	0.0	3.0
190	Safe	1995	7.6	0.0	0.0	3.6
191	Scarlet Letter, The	1995	3.0	3.6	2.9	2.7
192	Show, The	1995	\N	\N	\N	3.0
193	Showgirls	1995	2.9	3.4	2.3	2.3
194	Smoke	1995	7.8	0.0	3.9	3.9
195	Something to Talk About	1995	5.3	6.5	3.0	3.1
196	Species	1995	4.9	5.1	2.7	2.9
197	Stars Fell on Henrietta, The	1995	4.9	0.0	3.0	3.1
198	Strange Days	1995	6.0	5.9	3.3	3.4
199	Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les)	1964	8.6	7.9	4.1	3.8
200	Tie That Binds, The	1995	2.8	0.0	3.0	2.8
201	Three Wishes	1995	4.4	0.0	3.0	3.0
202	Total Eclipse	1995	4.9	0.0	3.4	2.9
203	To Wong Foo, Thanks for Everything! Julie Newmar	1995	5.0	5.2	3.1	3.1
204	Under Siege 2: Dark Territory	1995	4.5	0.0	2.6	3.0
205	Unstrung Heroes	1995	6.3	0.0	3.2	3.5
206	Unzipped	1995	6.7	7.9	3.3	3.5
207	Walk in the Clouds, A	1995	5.5	0.0	3.3	3.4
208	Waterworld	1995	5.1	6.4	2.6	2.9
209	White Man's Burden	1995	4.5	4.4	2.8	2.8
210	Wild Bill	1995	\N	\N	\N	2.9
211	Browning Version, The	1994	7.8	0.0	4.3	3.6
212	Bushwhacked	1995	2.1	0.0	2.6	2.6
213	Burnt by the Sun (Utomlyonnye solntsem)	1994	7.0	0.0	4.3	4.1
214	Before the Rain (Pred dozhdot)	1994	7.5	0.0	4.4	4.1
215	Before Sunrise	1995	8.2	9.3	4.1	3.8
216	Billy Madison	1995	4.8	0.0	3.5	3.3
217	Babysitter, The	1995	4.4	4.6	2.9	2.7
218	Boys on the Side	1995	6.0	6.1	3.1	3.3
219	Cure, The	1995	5.5	0.0	3.7	3.6
220	Castle Freak	1995	5.4	0.0	0.0	2.3
222	Circle of Friends	1995	6.5	6.5	3.3	3.5
223	Clerks	1994	7.4	7.1	3.8	3.9
224	Don Juan DeMarco	1995	5.8	0.0	3.3	3.5
225	Disclosure	1994	5.7	5.8	2.8	3.3
226	Dream Man	1995	7.2	6.8	3.2	2.7
227	Drop Zone	1994	4.1	0.0	2.7	3.1
228	Destiny Turns on the Radio	1995	2.7	0.0	2.6	2.8
229	Death and the Maiden	1994	7.0	6.2	3.6	3.6
230	Dolores Claiborne	1995	6.8	0.0	3.4	3.6
231	Dumb & Dumber	1994	5.8	4.8	3.3	2.9
232	Eat Drink Man Woman (Yin shi nan nu)	1994	7.4	7.9	4.0	4.1
233	Exotica	1994	8.3	0.0	3.7	3.5
234	Exit to Eden	1994	2.4	0.0	2.3	2.7
235	Ed Wood	1994	7.9	7.2	3.7	3.7
236	French Kiss	1995	5.7	0.0	3.2	3.3
237	Forget Paris	1995	5.4	4.7	3.0	3.2
238	Far From Home: The Adventures of Yellow Dog	1995	5.2	0.0	0.0	3.2
239	Goofy Movie, A	1995	5.7	0.0	3.1	3.0
240	Hideaway	1995	3.5	0.0	2.8	2.9
241	Fluke	1995	4.0	0.0	3.4	3.1
242	Farinelli: il castrato	1994	5.7	4.7	3.8	3.4
243	Gordy	1995	6.3	0.0	3.1	2.6
244	Gumby: The Movie	1995	0.0	0.0	0.0	2.3
245	Glass Shield, The	1994	5.6	5.2	3.0	3.0
246	Hoop Dreams	1994	8.5	8.1	4.1	4.1
247	Heavenly Creatures	1994	8.3	7.8	3.7	3.9
248	Houseguest	1994	3.4	5.2	2.8	3.0
249	Immortal Beloved	1994	6.0	0.0	3.8	3.7
250	Heavyweights (a.k.a. Heavy Weights)	1995	4.1	0.0	0.0	3.0
251	Hunted, The	1995	4.7	4.5	3.0	3.0
252	I.Q.	1994	5.1	0.0	2.8	3.2
253	Interview with the Vampire: The Vampire Chronicles	1994	5.8	4.6	3.7	3.5
254	Jefferson in Paris	1995	4.9	0.0	2.8	2.9
255	Jerky Boys, The	1994	1.6	0.0	0.0	2.3
256	Junior	1994	4.7	5.8	2.4	2.8
257	Just Cause	1995	4.0	4.2	3.1	3.4
258	Kid in King Arthur's Court, A	1995	3.2	0.0	0.0	2.6
259	Kiss of Death	1995	6.4	7.2	2.9	3.1
260	Star Wars: Episode IV - A New Hope (a.k.a. Star Wars)	1977	8.2	7.4	4.1	4.2
261	Little Women	1994	0.0	0.0	0.0	3.7
262	Little Princess, A	1995	8.4	0.0	3.4	3.8
263	Ladybird Ladybird	1994	7.2	0.0	4.0	3.7
264	Enfer, L'	1994	7.9	0.0	3.5	3.4
265	Like Water for Chocolate (Como agua para chocolate)	1992	7.6	0.0	3.9	4.0
266	Legends of the Fall	1994	0.0	0.0	0.0	3.5
267	Major Payne	1995	4.6	0.0	2.9	2.9
268	Little Odessa	1994	5.8	0.0	3.5	3.3
269	My Crazy Life (Mi vida loca)	1993	6.6	0.0	3.9	3.5
270	Love Affair	1994	4.8	0.0	3.5	3.2
271	Losing Isaiah	1995	5.1	5.0	3.6	3.3
272	Madness of King George, The	1994	7.8	8.1	3.6	3.8
273	Frankenstein (Mary Shelley's Frankenstein)	1994	8.5	7.8	3.6	3.1
274	Man of the House	1995	3.3	3.9	3.1	2.9
275	Mixed Nuts	1994	2.8	2.5	2.9	2.8
276	Milk Money	1994	2.6	2.5	2.7	3.0
277	Miracle on 34th Street	1994	8.0	0.0	3.5	3.5
278	Miami Rhapsody	1995	6.1	0.0	2.6	3.1
279	My Family	1995	7.2	0.0	3.9	3.7
280	Murder in the First	1995	5.5	4.8	3.5	3.7
281	Nobody's Fool	1994	0.0	0.0	3.0	3.7
282	Nell	1994	5.0	0.0	3.1	3.4
283	New Jersey Drive	1995	6.5	0.0	3.8	3.1
284	New York Cop	1993	0.0	0.0	0.0	2.9
285	Beyond Bedlam	1993	0.0	0.0	0.0	2.1
286	Nemesis 2: Nebula	1995	0.0	0.0	0.0	2.1
287	Nina Takes a Lover	1994	5.2	0.0	3.4	3.3
288	Natural Born Killers	1994	6.0	5.9	3.5	3.2
289	Only You	1994	5.5	0.0	3.3	3.3
290	Once Were Warriors	1994	7.7	7.4	0.0	4.0
291	Poison Ivy II	1996	3.8	0.0	0.0	2.3
292	Outbreak	1995	5.6	5.1	3.1	3.4
293	Leon: The Professional (Leon) (Professional, The)	1994	6.8	5.8	4.1	4.0
294	Perez Family, The	1995	6.3	5.9	3.2	3.2
295	Pyromaniac's Love Story, A	1995	3.4	0.0	3.1	2.8
296	Pulp Fiction	1994	8.9	8.4	4.2	4.2
297	Panther	1995	3.5	3.9	3.1	3.1
298	Pushing Hands (Tui shou)	1992	0.0	0.0	0.0	3.5
299	Priest	1994	7.2	0.0	3.8	3.7
300	Quiz Show	1994	8.1	8.2	3.5	3.7
301	Picture Bride (Bijo photo)	1994	6.8	0.0	3.7	3.5
302	Queen Margot (La Reine Margot)	1994	5.9	0.0	4.0	3.7
303	Quick and the Dead, The	1995	5.9	4.2	3.1	3.0
304	Roommates	1995	5.1	0.0	3.2	3.2
305	Ready to Wear (Pret-A-Porter)	1994	4.8	4.3	2.5	2.7
306	Three Colors: Red (Trois couleurs: Rouge)	1994	8.5	8.2	4.2	4.1
307	Three Colors: Blue (Trois couleurs: Bleu)	1993	8.4	8.0	4.2	4.0
308	Three Colors: White (Trois couleurs: Blanc)	1994	7.5	7.6	3.9	3.9
309	Red Firecracker, Green Firecracker (Pao Da Shuang Deng)	1994	0.0	0.0	4.6	3.6
310	Rent-a-Kid	1995	0.0	0.0	0.0	2.8
311	Relative Fear	1994	\N	\N	\N	2.5
312	Stuart Saves His Family	1995	4.6	5.2	2.6	2.6
313	Swan Princess, The	1994	5.3	0.0	3.1	3.0
314	Secret of Roan Inish, The	1994	7.8	7.5	3.9	3.8
315	Specialist, The	1994	3.1	3.8	2.5	2.9
316	Stargate	1994	5.2	0.0	3.3	3.3
317	Santa Clause, The	1994	4.1	0.0	3.1	3.2
318	Shawshank Redemption, The	1994	8.0	7.9	4.4	4.5
319	Shallow Grave	1994	6.4	5.4	3.6	3.8
320	Suture	1993	6.2	0.0	3.6	3.2
321	Strawberry and Chocolate (Fresa y chocolate)	1993	6.6	0.0	3.9	3.8
322	Swimming with Sharks	1995	6.3	5.4	3.6	3.7
324	Sum of Us, The	1994	6.5	0.0	3.6	3.7
325	National Lampoon's Senior Trip	1995	2.6	0.0	3.0	2.6
326	To Live (Huozhe)	1994	8.1	0.0	4.3	4.1
327	Tank Girl	1995	4.9	5.3	2.8	2.8
328	Tales from the Crypt Presents: Demon Knight	1995	4.0	3.4	3.2	3.2
329	Star Trek: Generations	1994	5.5	6.4	3.3	3.3
330	Tales from the Hood	1995	4.3	0.0	3.1	2.8
331	Tom & Viv	1994	4.8	0.0	3.4	3.3
332	Village of the Damned	1995	4.0	4.2	2.7	2.8
333	Tommy Boy	1995	5.2	3.6	3.6	3.4
334	Vanya on 42nd Street	1994	7.6	7.7	3.7	3.8
335	Underneath	1995	5.7	5.8	3.0	3.3
336	Walking Dead, The	1995	0.0	0.0	0.0	2.8
337	What's Eating Gilbert Grape	1993	7.3	5.8	3.7	3.8
338	Virtuosity	1995	4.3	4.0	2.8	3.0
339	While You Were Sleeping	1995	6.5	6.5	3.2	3.5
340	War, The	1994	0.0	0.0	0.0	3.4
341	Double Happiness	1994	7.0	0.0	3.4	3.6
342	Muriel's Wedding	1994	7.1	0.0	3.4	3.6
343	Baby-Sitters Club, The	1995	6.0	6.1	2.9	2.6
344	Ace Ventura: Pet Detective	1994	4.6	0.0	3.1	3.0
345	Adventures of Priscilla, Queen of the Desert, The	1994	7.0	7.0	3.7	3.7
346	Backbeat	1993	6.2	6.5	3.3	3.4
347	Bitter Moon	1992	6.2	4.7	3.8	3.4
348	Bullets Over Broadway	1994	7.9	8.2	3.6	3.7
349	Clear and Present Danger	1994	6.8	7.1	3.3	3.7
350	Client, The	1994	6.1	6.2	3.3	3.5
351	Corrina, Corrina	1994	5.2	0.0	3.1	3.3
352	Crooklyn	1994	6.6	6.8	4.1	3.3
353	Crow, The	1994	7.0	6.9	3.8	3.5
354	Cobb	1994	6.2	5.2	3.2	3.2
355	Flintstones, The	1994	3.7	4.5	2.5	2.5
356	Forrest Gump	1994	6.9	7.0	4.1	4.0
357	Four Weddings and a Funeral	1994	7.5	7.3	3.2	3.7
358	Higher Learning	1995	5.3	4.6	3.5	3.2
359	I Like It Like That	1994	7.4	0.0	4.0	3.3
360	I Love Trouble	1994	\N	\N	\N	2.7
361	It Could Happen to You	1994	6.2	6.2	3.0	3.3
362	Jungle Book, The	1994	7.3	0.0	3.5	3.4
363	Wonderful, Horrible Life of Leni Riefenstahl, The (Macht der Bilder: Leni Riefenstahl, Die)	1993	7.6	0.0	3.7	4.1
364	Lion King, The	1994	8.0	7.8	3.9	3.7
365	Little Buddha	1993	5.8	6.4	3.1	3.2
366	Wes Craven's New Nightmare	1994	6.6	6.3	3.2	2.9
367	Mask, The	1994	6.4	6.1	3.2	3.2
368	Maverick	1994	6.0	7.4	3.2	3.4
369	Mrs. Parker and the Vicious Circle	1994	6.3	0.0	3.5	3.3
370	Naked Gun 33 1/3: The Final Insult	1994	5.6	7.0	2.9	3.0
371	Paper, The	1994	6.7	6.9	3.1	3.3
372	Reality Bites	1994	6.0	6.1	3.3	3.2
373	Red Rock West	1992	7.5	7.2	0.0	3.8
374	Richie Rich	1994	4.2	4.8	2.5	2.4
375	Safe Passage	1994	5.8	0.0	3.4	3.2
376	River Wild, The	1994	5.8	5.8	2.9	3.3
377	Speed	1994	7.6	7.1	3.3	3.5
378	Speechless	1994	3.9	3.8	2.8	3.1
379	Timecop	1994	5.3	5.1	2.6	2.7
380	True Lies	1994	6.4	5.4	3.2	3.5
381	When a Man Loves a Woman	1994	6.5	0.0	3.3	3.4
382	Wolf	1994	5.9	5.9	2.8	3.0
383	Wyatt Earp	1994	5.3	0.0	3.2	3.2
384	Bad Company	1995	3.9	4.0	2.8	2.9
385	Man of No Importance, A	1994	7.0	0.0	3.6	3.6
386	S.F.W.	1994	3.2	0.0	3.0	2.8
387	Low Down Dirty Shame, A	1994	3.6	3.5	2.9	2.6
388	Boys Life	1995	6.3	5.0	3.5	3.5
389	Colonel Chabert, Le	1994	7.1	0.0	3.6	3.5
390	Faster Pussycat! Kill! Kill!	1965	6.9	0.0	3.8	3.4
391	Jason's Lyric	1994	6.0	0.0	4.0	3.2
392	Secret Adventures of Tom Thumb, The	1993	6.3	0.0	0.0	3.3
393	Street Fighter	1994	2.9	0.0	2.2	1.9
394	Coldblooded	1995	8.3	7.8	3.8	3.4
395	Desert Winds	1995	4.3	4.5	4.0	3.3
396	Fall Time	1995	0.0	0.0	0.0	2.5
397	Fear, The	1995	6.9	8.3	3.4	2.0
398	Frank and Ollie	1995	7.3	0.0	3.9	3.1
399	Girl in the Cadillac	1995	\N	\N	\N	2.2
400	Homage	1995	\N	\N	\N	2.7
401	Mirage	1995	0.0	0.0	0.0	3.3
402	Open Season	1996	5.4	5.7	3.4	2.9
403	Two Crimes (Dos crimenes)	1995	\N	\N	\N	2.1
404	Brother Minister: The Assassination of Malcolm X	1994	0.0	0.0	4.2	3.1
405	Highlander III: The Sorcerer (a.k.a. Highlander: The Final Dimension)	1994	0.0	0.0	0.0	2.5
406	Federal Hill	1994	6.4	6.2	3.0	3.1
407	In the Mouth of Madness	1995	5.0	4.6	3.5	3.1
408	8 Seconds	1994	5.2	0.0	3.6	3.2
409	Above the Rim	1994	5.4	5.0	3.5	3.0
410	Addams Family Values	1993	6.3	5.5	3.1	3.0
411	You So Crazy	1994	\N	\N	\N	2.8
412	Age of Innocence, The	1993	\N	\N	\N	3.5
413	Airheads	1994	4.2	4.6	2.9	2.8
414	Air Up There, The	1994	4.0	3.0	2.6	2.6
415	Another Stakeout	1993	3.9	0.0	2.5	2.8
416	Bad Girls	1994	3.5	0.0	2.8	2.7
417	Barcelona	1994	6.9	7.2	3.6	3.5
418	Being Human	1993	\N	\N	\N	2.7
419	Beverly Hillbillies, The	1993	3.6	4.2	2.5	2.5
420	Beverly Hills Cop III	1994	3.3	2.9	2.9	2.8
421	Black Beauty	1994	0.0	0.0	0.0	3.3
422	Blink	1994	\N	\N	\N	3.2
423	Blown Away	1994	4.8	0.0	2.9	3.0
424	Blue Chips	1994	5.1	4.6	3.0	2.7
425	Blue Sky	1994	6.3	0.0	3.2	3.5
426	Body Snatchers	1993	8.9	0.0	3.6	3.1
427	Boxing Helena	1993	3.7	3.4	2.6	2.5
428	Bronx Tale, A	1993	7.4	0.0	3.9	3.8
429	Cabin Boy	1994	4.9	0.0	2.4	2.4
430	Calendar Girl	1993	6.5	6.5	3.1	2.4
431	Carlito's Way	1993	6.8	0.0	3.8	3.7
432	City Slickers II: The Legend of Curly's Gold	1994	3.6	0.0	2.7	2.7
433	Clean Slate	1994	4.1	0.0	2.5	2.9
434	Cliffhanger	1993	6.3	6.2	2.8	3.1
435	Coneheads	1993	4.5	4.7	2.6	2.6
436	Color of Night	1994	3.9	0.0	2.7	2.6
437	Cops and Robbersons	1994	3.5	2.6	2.5	2.6
438	Cowboy Way, The	1994	4.2	0.0	3.0	2.7
439	Dangerous Game	1993	\N	\N	\N	2.6
440	Dave	1993	7.4	7.5	3.1	3.6
441	Dazed and Confused	1993	7.9	7.6	3.8	3.7
442	Demolition Man	1993	5.6	4.2	3.0	3.0
443	Endless Summer 2, The	1994	5.8	5.0	4.0	3.4
444	Even Cowgirls Get the Blues	1993	3.2	0.0	2.6	2.4
445	Fatal Instinct	1993	4.2	3.6	2.6	2.9
446	Farewell My Concubine (Ba wang bie ji)	1993	7.4	7.2	4.1	3.9
447	Favor, The	1994	4.9	0.0	2.8	2.6
448	Fearless	1993	0.0	0.0	0.0	3.6
449	Fear of a Black Hat	1994	7.0	7.2	3.8	3.5
450	With Honors	1994	4.0	0.0	3.3	3.3
451	Flesh and Bone	1993	6.1	0.0	3.0	3.1
452	Widows' Peak	1994	7.1	0.0	3.2	3.6
453	For Love or Money	1993	\N	\N	\N	3.1
454	Firm, The	1993	6.2	5.0	3.2	3.5
455	Free Willy	1993	5.5	0.0	2.9	2.6
456	Fresh	1994	7.5	0.0	4.0	3.8
457	Fugitive, The	1993	7.6	8.0	3.6	4.0
458	Geronimo: An American Legend	1993	6.2	0.0	3.2	3.2
459	Getaway, The	1994	5.8	5.9	3.2	2.8
460	Getting Even with Dad	1994	3.3	0.0	2.4	2.4
461	Go Fish	1994	6.6	7.4	3.2	3.4
462	Good Man in Africa, A	1994	4.4	0.0	2.9	2.7
